core_num,top,down,left,right,attack,time,,,,
7,2865,1991,10223,5491,1,2527,,,,
8,1991,32021,9857,5364,1,2527,,,,
9,2737,4972,9607,8,1,2527,,,,
0,1360,1360,8909,0,1,2528,,,,
1,7507,2397,39,15206,1,2528,,,,
2,2397,2397,36,14944,1,2528,,,,
3,3715,49372,7836,11962,1,2528,,,,
4,2204,2204,8110,0,1,2528,,,,
5,1360,1412,8823,0,1,2528,,,,
6,12242,4891,7427,21565,1,2528,,,,
7,1108,1107,0,2545,1,2528,,,,
8,1107,30402,0,2605,1,2528,,,,
9,2204,2204,8067,0,1,2528,,,,
0,1325,1325,7599,0,1,2529,,,,
1,2387,2386,32,15281,1,2529,,,,
2,2386,2386,21,15038,1,2529,,,,
3,3691,49352,7905,10605,1,2529,,,,
4,2153,2152,6962,0,1,2529,,,,
5,1325,1350,7529,0,1,2529,,,,
6,4530,4925,7460,21445,1,2529,,,,
7,1127,1127,0,26,1,2529,,,,
8,1127,30780,0,18,1,2529,,,,
9,2152,2152,7000,0,1,2529,,,,
0,1302,1301,7548,0,1,2530,,,,
1,2353,2350,20,15156,1,2530,,,,
2,2350,2350,18,15191,1,2530,,,,
3,3690,49290,7904,10635,1,2530,,,,
4,2247,2246,7001,0,1,2530,,,,
5,1301,1324,7613,0,1,2530,,,,
6,4527,4842,7425,21356,1,2530,,,,
7,1104,1101,0,16,1,2530,,,,
8,1101,30823,0,11,1,2530,,,,
9,2246,2246,6979,0,1,2530,,,,
0,1446,1332,7756,0,1,2531,,,,
1,3752,2399,157,15130,1,2531,,,,
2,2399,2480,160,15466,1,2531,,,,
3,3891,49261,7679,10737,1,2531,,,,
4,2294,2225,7209,0,1,2531,,,,
5,1332,1477,8095,0,1,2531,,,,
6,6458,5045,7214,21083,1,2531,,,,
7,1340,1092,25,745,1,2531,,,,
8,1092,30989,32,749,1,2531,,,,
9,2225,2225,7183,0,1,2531,,,,
0,1880,1311,12351,0,1,2532,,,,
1,3808,2276,825,20803,1,2532,,,,
2,2276,8812,1305,21452,1,2532,,,,
3,12331,46735,8280,12294,1,2532,,,,
4,2710,2070,11444,0,1,2532,,,,
5,1311,1845,12953,495,1,2532,,,,
6,6622,14591,7455,23625,1,2532,,,,
7,12628,1250,1160,4503,1,2532,,,,
8,1253,35011,1577,4952,1,2532,,,,
9,2070,2941,11922,499,1,2532,,,,
0,3233,84,3496,0,1,2533,,,,
1,4313,104,4774,5105,1,2533,,,,
2,104,1973,4809,4836,1,2533,,,,
3,3016,3724,3079,3445,1,2533,,,,
4,2817,74,6830,0,1,2533,,,,
5,84,2842,3730,0,1,2533,,,,
6,6411,2785,3201,3148,1,2533,,,,
7,3824,100,4325,7022,1,2533,,,,
8,100,4158,4163,6939,1,2533,,,,
9,74,3325,6864,0,1,2533,,,,
0,25283,7238,23968,20,1,2534,,,,
1,23842,7277,27079,39550,1,2534,,,,
2,7277,19628,26768,34698,1,2534,,,,
3,37449,43799,44679,54248,1,2534,,,,
4,24418,6141,25653,20,1,2534,,,,
5,6824,23947,23715,7,1,2534,,,,
6,41687,36219,42147,71295,1,2534,,,,
7,34963,6796,24145,28234,1,2534,,,,
8,6800,37736,25184,33880,1,2534,,,,
9,6141,22382,24499,7,1,2534,,,,
0,42880,11922,41632,0,1,2535,,,,
1,41809,12975,45321,68513,1,2535,,,,
2,12975,36475,45299,60743,1,2535,,,,
3,67416,73952,78296,95915,1,2535,,,,
4,40658,11097,42850,0,1,2535,,,,
5,11922,41172,42366,0,1,2535,,,,
6,74625,66968,72805,125965,1,2535,,,,
7,62440,11890,40554,47896,1,2535,,,,
8,11890,65297,42895,58963,1,2535,,,,
9,11097,39715,41008,0,1,2535,,,,
0,42957,11609,43254,0,1,2536,,,,
1,41938,12766,46217,69842,1,2536,,,,
2,12766,37055,46454,60811,1,2536,,,,
3,68455,74275,78267,94649,1,2536,,,,
4,40848,10881,43641,0,1,2536,,,,
5,11609,41643,42353,0,1,2536,,,,
6,74057,67759,72180,126642,1,2536,,,,
7,63324,11704,41204,48982,1,2536,,,,
8,11704,65338,42589,60424,1,2536,,,,
9,10881,39222,41787,0,1,2536,,,,
0,43126,11601,42989,0,1,2537,,,,
1,42855,12671,46558,70623,1,2537,,,,
2,12671,35562,46487,61520,1,2537,,,,
3,68090,74391,78954,94725,1,2537,,,,
4,41037,11037,43811,0,1,2537,,,,
5,11601,42007,42737,0,1,2537,,,,
6,75887,65524,72980,127114,1,2537,,,,
7,63821,11730,42134,49128,1,2537,,,,
8,11730,66088,43500,60224,1,2537,,,,
9,11037,40643,41767,0,1,2537,,,,
0,43246,11930,42814,9,1,2538,,,,
1,41638,12456,45311,70452,1,2538,,,,
2,12456,36938,44807,63089,1,2538,,,,
3,68319,74204,77745,93593,1,2538,,,,
4,40452,10866,43767,9,1,2538,,,,
5,11666,40167,43613,9,1,2538,,,,
6,73822,67423,71633,125623,1,2538,,,,
7,64216,11633,41454,48879,1,2538,,,,
8,11633,66582,44002,59327,1,2538,,,,
9,10866,40812,41822,9,1,2538,,,,
0,43259,11533,42866,0,1,2539,,,,
1,40658,12503,45756,70617,1,2539,,,,
2,12504,36805,45412,63050,1,2539,,,,
3,67796,73892,78461,92901,1,2539,,,,
4,40231,10886,43726,0,1,2539,,,,
5,11533,40774,43422,0,1,2539,,,,
6,72599,67095,71090,125981,1,2539,,,,
7,64031,11428,42014,48212,1,2539,,,,
8,11428,66349,43979,59547,1,2539,,,,
9,10886,40664,41785,0,1,2539,,,,
0,42781,11379,43390,0,1,2540,,,,
1,41036,12568,45661,71264,1,2540,,,,
2,12568,36890,45840,62333,1,2540,,,,
3,68018,73962,78166,92603,1,2540,,,,
4,40791,10734,43643,0,1,2540,,,,
5,11380,41090,43035,0,1,2540,,,,
6,72881,67172,70587,125423,1,2540,,,,
7,64283,11664,42218,48414,1,2540,,,,
8,11664,66163,44454,59473,1,2540,,,,
9,10734,40694,41442,0,1,2540,,,,
0,9089,7690,32151,6,1,2541,,,,
1,20410,7959,22970,50046,1,2541,,,,
2,7958,31733,23340,47293,1,2541,,,,
3,55880,61797,44735,62114,1,2541,,,,
4,14128,7404,32657,6,1,2541,,,,
5,7485,36551,32264,12,1,2541,,,,
6,38358,56483,45730,86712,1,2541,,,,
7,57771,8155,15976,30958,1,2541,,,,
8,8150,59954,16868,34383,1,2541,,,,
9,7404,22868,32415,12,1,2541,,,,
0,2892,2868,14132,0,1,2542,,,,
1,3685,3644,4566,22909,1,2542,,,,
2,3644,13817,4591,22815,1,2542,,,,
3,22546,53872,14324,23530,1,2542,,,,
4,3693,3677,14508,0,1,2542,,,,
5,2868,9025,14030,0,1,2542,,,,
6,8239,24184,16353,37099,1,2542,,,,
7,18134,2676,0,7920,1,2542,,,,
8,2676,37804,0,7900,1,2542,,,,
9,3677,3677,14524,0,1,2542,,,,
0,1408,1408,12172,0,1,2543,,,,
1,2439,2439,61,21110,1,2543,,,,
2,2439,7954,46,20868,1,2543,,,,
3,12175,50319,7910,12219,1,2543,,,,
4,2428,2428,10972,0,1,2543,,,,
5,1408,1472,11840,0,1,2543,,,,
6,4633,13315,7427,24696,1,2543,,,,
7,12034,1057,0,2743,1,2543,,,,
8,1057,36429,0,2746,1,2543,,,,
9,2428,2428,11013,0,1,2543,,,,
0,1543,1480,7845,2,1,2544,,,,
1,2715,2600,1583,15683,1,2544,,,,
2,2600,2600,1485,15499,1,2544,,,,
3,4072,50804,8217,11605,1,2544,,,,
4,2531,2446,7680,2,1,2544,,,,
5,1480,3483,7772,1,1,2544,,,,
6,4908,5265,8623,22055,1,2544,,,,
7,1295,1212,2,1048,1,2544,,,,
8,1197,31775,1,983,1,2544,,,,
9,2446,2446,7658,1,1,2544,,,,
0,2521,1851,8539,0,1,2545,,,,
1,5532,3179,5099,15833,1,2545,,,,
2,3179,5661,5183,15287,1,2545,,,,
3,5194,51509,8448,13873,1,2545,,,,
4,3374,2671,9304,0,1,2545,,,,
5,1851,8634,8329,0,1,2545,,,,
6,6277,8045,11449,22731,1,2545,,,,
7,2687,1789,137,4651,1,2545,,,,
8,1779,31972,118,4658,1,2545,,,,
9,2671,2740,9329,0,1,2545,,,,
0,5985,1296,8971,0,1,2546,,,,
1,2420,2420,3559,17738,1,2546,,,,
2,2420,2674,3583,17557,1,2546,,,,
3,3625,49658,10247,11755,1,2546,,,,
4,7237,2369,8318,0,1,2546,,,,
5,1296,1348,8839,0,1,2546,,,,
6,4533,5276,9604,22786,1,2546,,,,
7,1004,1004,3675,2502,1,2546,,,,
8,1004,30728,3669,2490,1,2546,,,,
9,2369,2369,8249,0,1,2546,,,,
0,3881,903,8342,0,1,2547,,,,
1,2753,1376,8551,14925,1,2547,,,,
2,1376,4257,8450,14604,1,2547,,,,
3,6687,30155,7384,10313,1,2547,,,,
4,4188,1280,10079,0,1,2547,,,,
5,903,9116,8326,0,1,2547,,,,
6,4571,7237,10129,16004,1,2547,,,,
7,6872,743,3948,8033,1,2547,,,,
8,743,21926,3962,7877,1,2547,,,,
9,1280,3830,10089,0,1,2547,,,,
0,3343,738,5118,20,1,2548,,,,
1,2727,243,5600,8358,1,2548,,,,
2,243,3621,5719,8080,1,2548,,,,
3,6142,5652,4048,3809,1,2548,,,,
4,4048,163,7431,20,1,2548,,,,
5,337,4606,5168,11,1,2548,,,,
6,3409,5177,4149,4978,1,2548,,,,
7,7412,253,5333,7156,1,2548,,,,
8,253,6813,5297,7180,1,2548,,,,
9,163,3845,7285,11,1,2548,,,,
0,39531,12411,42240,0,1,2549,,,,
1,39801,13170,40380,73402,1,2549,,,,
2,13171,38786,44215,60326,1,2549,,,,
3,73260,72358,78304,97107,1,2549,,,,
4,38365,11462,46881,0,1,2549,,,,
5,12411,39667,41913,0,1,2549,,,,
6,71550,71331,72507,129842,1,2549,,,,
7,65520,12340,42690,50152,1,2549,,,,
8,12340,66184,42832,58790,1,2549,,,,
9,11462,40189,42111,0,1,2549,,,,
0,1927,1872,7915,0,1,2550,,,,
1,1536,1427,548,45,1,2550,,,,
2,1427,31548,547,72,1,2550,,,,
3,4692,5923,7616,18218,1,2550,,,,
4,1581,1508,7206,0,1,2550,,,,
5,1872,2594,7785,0,1,2550,,,,
6,3927,50090,7381,14151,1,2550,,,,
7,2814,2617,0,15267,1,2550,,,,
8,2617,2747,0,14946,1,2550,,,,
9,1508,1508,7243,0,1,2550,,,,
0,1994,1833,8373,0,1,2551,,,,
1,2196,1458,353,1190,1,2551,,,,
2,1458,32097,365,1253,1,2551,,,,
3,5030,6040,7790,18282,1,2551,,,,
4,1667,1469,7755,0,1,2551,,,,
5,1833,2186,8568,1,1,2551,,,,
6,4531,50373,7248,14506,1,2551,,,,
7,4255,2626,461,15300,1,2551,,,,
8,2626,4177,507,15401,1,2551,,,,
9,1469,1957,7675,1,1,2551,,,,
0,6948,1855,11502,49,1,2552,,,,
1,6380,1393,3883,5116,1,2552,,,,
2,1393,37217,3766,5072,1,2552,,,,
3,12135,5686,10079,20619,1,2552,,,,
4,6362,1392,10655,49,1,2552,,,,
5,1855,1888,11663,13,1,2552,,,,
6,3895,50740,9775,16817,1,2552,,,,
7,7624,2541,3805,19596,1,2552,,,,
8,2541,2755,3810,20036,1,2552,,,,
9,1392,1392,10647,16,1,2552,,,,
0,129257,42707,156773,15,1,2553,,,,
1,222692,42827,136250,173584,1,2553,,,,
2,42832,231333,135309,173655,1,2553,,,,
3,243894,117139,270504,361342,1,2553,,,,
4,118225,37996,149356,15,1,2553,,,,
5,42313,138199,157522,35,1,2553,,,,
6,245132,258276,254065,426859,1,2553,,,,
7,217581,45102,128998,225616,1,2553,,,,
8,45102,131006,129365,224994,1,2553,,,,
9,37996,127216,149532,52,1,2553,,,,
0,2226,2223,11340,0,1,2554,,,,
1,32029,1519,774,7476,1,2554,,,,
2,1519,31368,776,7399,1,2554,,,,
3,12502,5922,12702,19108,1,2554,,,,
4,7443,2254,8983,0,1,2554,,,,
5,2223,3275,11639,0,1,2554,,,,
6,6125,4863,8216,18943,1,2554,,,,
7,8047,2477,6970,15538,1,2554,,,,
8,2477,2969,6940,15727,1,2554,,,,
9,2254,6242,8872,0,1,2554,,,,
0,2728,2230,10374,0,1,2555,,,,
1,33254,1450,707,4413,1,2555,,,,
2,1450,32520,676,4483,1,2555,,,,
3,4549,5835,10316,18972,1,2555,,,,
4,7352,2196,8851,0,1,2555,,,,
5,2230,2735,10408,0,1,2555,,,,
6,6077,6055,7572,16353,1,2555,,,,
7,6094,2417,3883,16520,1,2555,,,,
8,2417,6076,3945,16572,1,2555,,,,
9,2196,2196,8871,0,1,2555,,,,
0,3103,1092,8153,0,1,2556,,,,
1,24197,773,2753,3977,1,2556,,,,
2,773,23707,2825,4677,1,2556,,,,
3,5495,3392,6150,11958,1,2556,,,,
4,2366,1105,7768,0,1,2556,,,,
5,1096,2787,8829,0,1,2556,,,,
6,5518,4206,5338,10129,1,2556,,,,
7,5257,1248,2998,13955,1,2556,,,,
8,1248,3345,3267,13949,1,2556,,,,
9,1105,3905,7899,0,1,2556,,,,
0,13573,4305,15950,0,1,2557,,,,
1,22385,4587,15702,17252,1,2557,,,,
2,4587,29476,18301,18153,1,2557,,,,
3,26139,12361,28576,37764,1,2557,,,,
4,12998,3958,19232,0,1,2557,,,,
5,4306,17110,18533,0,1,2557,,,,
6,25845,30070,26925,44219,1,2557,,,,
7,25458,4645,12348,24888,1,2557,,,,
8,4645,15666,12669,25409,1,2557,,,,
9,3958,12850,20143,0,1,2557,,,,
0,35258,12039,42256,0,1,2558,,,,
1,59374,12342,39610,47998,1,2558,,,,
2,12342,74641,45987,47714,1,2558,,,,
3,73829,33369,80160,102686,1,2558,,,,
4,34076,11148,49942,0,1,2558,,,,
5,12039,43619,48868,0,1,2558,,,,
6,71578,75968,71265,123980,1,2558,,,,
7,69355,12740,33890,62312,1,2558,,,,
8,12740,42225,34133,64291,1,2558,,,,
9,11148,35498,52120,0,1,2558,,,,
0,34761,12069,41914,1,1,2559,,,,
1,59830,12277,39660,46670,1,2559,,,,
2,12277,75652,45859,46850,1,2559,,,,
3,72040,32984,80150,102858,1,2559,,,,
4,33336,11124,50286,1,1,2559,,,,
5,11968,43757,48839,3,1,2559,,,,
6,72229,76900,70556,123144,1,2559,,,,
7,67771,12738,33354,63120,1,2559,,,,
8,12739,41439,33543,65047,1,2559,,,,
9,11124,35451,52353,3,1,2559,,,,
0,33723,11826,41192,0,1,2560,,,,
1,59037,11819,38756,45528,1,2560,,,,
2,11819,75007,44725,45729,1,2560,,,,
3,70766,32940,80355,101797,1,2560,,,,
4,33362,10979,49558,0,1,2560,,,,
5,11826,42583,47820,0,1,2560,,,,
6,70559,76021,70125,122108,1,2560,,,,
7,65976,12606,33206,62225,1,2560,,,,
8,12606,40761,33097,64280,1,2560,,,,
9,10979,34505,51450,0,1,2560,,,,
0,35598,11870,43052,0,1,2561,,,,
1,60491,12180,40035,48748,1,2561,,,,
2,12180,76064,46169,48554,1,2561,,,,
3,73112,32877,81570,102815,1,2561,,,,
4,34892,10990,50864,0,1,2561,,,,
5,11870,43172,49787,0,1,2561,,,,
6,73172,76936,71233,124157,1,2561,,,,
7,69188,12776,35569,63281,1,2561,,,,
8,12776,42061,35123,65916,1,2561,,,,
9,10990,35898,52955,0,1,2561,,,,
0,35733,11685,43593,4,1,2562,,,,
1,60617,11955,40115,49026,1,2562,,,,
2,11955,75653,45640,48459,1,2562,,,,
3,72979,32859,81748,101908,1,2562,,,,
4,35086,10745,50911,4,1,2562,,,,
5,11613,42292,49834,2,1,2562,,,,
6,72759,76436,70657,123948,1,2562,,,,
7,68933,12576,35926,64030,1,2562,,,,
8,12576,42005,35479,65897,1,2562,,,,
9,10745,35679,52760,2,1,2562,,,,
0,35364,11601,43734,0,1,2563,,,,
1,60392,11906,40150,49620,1,2563,,,,
2,11906,75071,45834,49390,1,2563,,,,
3,73299,32628,83004,101229,1,2563,,,,
4,36434,10735,51419,0,1,2563,,,,
5,11601,42537,49977,0,1,2563,,,,
6,72632,76412,70188,125586,1,2563,,,,
7,69321,12566,36644,64035,1,2563,,,,
8,12566,42229,36616,65696,1,2563,,,,
9,10734,35677,53429,0,1,2563,,,,
0,34699,10547,41101,0,1,2564,,,,
1,58531,11019,41857,49044,1,2564,,,,
2,11019,60648,47644,49463,1,2564,,,,
3,71047,29786,78506,91977,1,2564,,,,
4,35855,9743,48619,0,1,2564,,,,
5,10547,44192,45454,0,1,2564,,,,
6,70293,58469,66843,117297,1,2564,,,,
7,66377,11295,36746,60423,1,2564,,,,
8,11295,38939,37512,61836,1,2564,,,,
9,9743,35123,50614,0,1,2564,,,,
0,10307,3868,13474,0,1,2565,,,,
1,38704,2805,5363,8850,1,2565,,,,
2,2805,33827,5296,8830,1,2565,,,,
3,9106,9357,22584,29206,1,2565,,,,
4,4155,3111,10358,0,1,2565,,,,
5,3868,4629,13821,0,1,2565,,,,
6,15670,7871,16132,29697,1,2565,,,,
7,4603,3959,12803,21153,1,2565,,,,
8,3959,3959,12762,21092,1,2565,,,,
9,3111,18799,10349,0,1,2565,,,,
0,7885,2562,9674,4,1,2566,,,,
1,33951,1482,4046,2699,1,2566,,,,
2,1482,33713,3988,2666,1,2566,,,,
3,4901,6201,11027,21194,1,2566,,,,
4,7658,2302,8941,4,1,2566,,,,
5,2507,2574,9607,4,1,2566,,,,
6,4517,4973,10647,16749,1,2566,,,,
7,2686,2655,4085,18640,1,2566,,,,
8,2655,2655,4010,18511,1,2566,,,,
9,2302,2302,8924,4,1,2566,,,,
0,2440,2440,9320,0,1,2567,,,,
1,38051,1455,24,0,1,2567,,,,
2,1455,33972,18,0,1,2567,,,,
3,4770,6153,8226,20365,1,2567,,,,
4,2142,2142,8565,0,1,2567,,,,
5,2440,2463,9450,0,1,2567,,,,
6,10731,4887,7568,15000,1,2567,,,,
7,2619,2618,4,17928,1,2567,,,,
8,2618,2618,2,17913,1,2567,,,,
9,2142,2142,8568,0,1,2567,,,,
0,2518,2516,8435,0,1,2568,,,,
1,33630,1386,41,0,1,2568,,,,
2,1386,33026,45,0,1,2568,,,,
3,4736,6290,8184,19490,1,2568,,,,
4,2296,2295,7422,0,1,2568,,,,
5,2516,2576,8084,0,1,2568,,,,
6,4033,4748,7550,15180,1,2568,,,,
7,2612,2608,0,15839,1,2568,,,,
8,2608,2608,0,15464,1,2568,,,,
9,2295,2295,7466,0,1,2568,,,,
0,2500,2473,8354,0,1,2569,,,,
1,34890,1518,373,60,1,2569,,,,
2,1518,34393,342,64,1,2569,,,,
3,5043,6177,8276,19803,1,2569,,,,
4,2178,2136,8014,0,1,2569,,,,
5,2473,2931,8824,0,1,2569,,,,
6,6227,5302,7915,15209,1,2569,,,,
7,2818,2661,0,16451,1,2569,,,,
8,2661,2724,0,16901,1,2569,,,,
9,2136,2136,7928,0,1,2569,,,,
0,4023,1978,10851,0,1,2570,,,,
1,30327,1287,2355,3537,1,2570,,,,
2,1287,35347,2466,3884,1,2570,,,,
3,6196,5262,8795,19465,1,2570,,,,
4,3399,1717,9784,0,1,2570,,,,
5,1978,3196,11232,0,1,2570,,,,
6,6944,14542,8228,14701,1,2570,,,,
7,5340,2215,2940,19009,1,2570,,,,
8,2215,4064,3006,19167,1,2570,,,,
9,1717,3956,9908,0,1,2570,,,,
0,3035,172,4969,0,1,2571,,,,
1,7089,218,4880,5452,1,2571,,,,
2,218,6928,5444,7455,1,2571,,,,
3,5086,1226,2247,4274,1,2571,,,,
4,2312,140,5619,0,1,2571,,,,
5,172,4210,6460,0,1,2571,,,,
6,5586,4827,3442,3866,1,2571,,,,
7,7254,279,3109,8036,1,2571,,,,
8,279,4377,4117,7814,1,2571,,,,
9,140,3047,5931,0,1,2571,,,,
0,34982,11708,39459,0,1,2572,,,,
1,62199,11955,35790,44505,1,2572,,,,
2,11955,64986,41997,59596,1,2572,,,,
3,72292,32022,71464,98358,1,2572,,,,
4,33541,10452,43437,0,1,2572,,,,
5,11708,42374,51519,0,1,2572,,,,
6,67990,71348,67468,119162,1,2572,,,,
7,58675,11995,31075,61547,1,2572,,,,
8,11995,42310,39098,61399,1,2572,,,,
9,10452,40173,43503,0,1,2572,,,,
0,39661,13344,45356,30,1,2573,,,,
1,69605,12783,39897,51130,1,2573,,,,
2,12783,71954,46936,67153,1,2573,,,,
3,79466,34382,78799,107264,1,2573,,,,
4,38087,11398,49163,31,1,2573,,,,
5,12748,46189,58131,64,1,2573,,,,
6,76123,78542,73054,129993,1,2573,,,,
7,65772,12897,36281,69278,1,2573,,,,
8,12897,47258,44162,69173,1,2573,,,,
9,11398,44031,49358,65,1,2573,,,,
0,39510,12565,44808,0,1,2574,,,,
1,68897,12686,39686,50607,1,2574,,,,
2,12686,72319,46350,67243,1,2574,,,,
3,79371,34707,79104,106955,1,2574,,,,
4,37310,11228,48936,0,1,2574,,,,
5,12565,45747,58320,0,1,2574,,,,
6,74847,78734,73198,130480,1,2574,,,,
7,65668,13201,35902,68795,1,2574,,,,
8,13201,47392,43759,69030,1,2574,,,,
9,11228,44544,49066,0,1,2574,,,,
0,40624,12527,45677,0,1,2575,,,,
1,70361,12833,40636,51496,1,2575,,,,
2,12833,73141,47449,67501,1,2575,,,,
3,78861,34162,79236,107372,1,2575,,,,
4,39341,11506,49962,0,1,2575,,,,
5,12527,45800,58759,0,1,2575,,,,
6,77313,80513,73324,130191,1,2575,,,,
7,65006,12999,37438,70810,1,2575,,,,
8,12999,47317,45181,70696,1,2575,,,,
9,11506,45154,50036,0,1,2575,,,,
0,40092,12452,45751,10,1,2576,,,,
1,68988,12189,40533,51063,1,2576,,,,
2,12193,71273,47443,66329,1,2576,,,,
3,78158,33977,78801,105617,1,2576,,,,
4,38472,10953,49192,10,1,2576,,,,
5,12326,46087,57544,4,1,2576,,,,
6,74943,77890,72953,128793,1,2576,,,,
7,64435,12861,37516,70050,1,2576,,,,
8,12861,46520,44133,69835,1,2576,,,,
9,10953,43584,49314,4,1,2576,,,,
0,38924,11943,44773,0,1,2577,,,,
1,68903,12346,39932,50551,1,2577,,,,
2,12346,71742,46281,65853,1,2577,,,,
3,78524,33081,77630,103455,1,2577,,,,
4,38596,10971,49153,0,1,2577,,,,
5,11943,45306,57108,0,1,2577,,,,
6,74171,77066,71465,127647,1,2577,,,,
7,63883,12477,36372,69378,1,2577,,,,
8,12477,44708,44595,69283,1,2577,,,,
9,10971,43569,49214,0,1,2577,,,,
0,38920,11357,43479,0,1,2578,,,,
1,62981,11643,40878,50376,1,2578,,,,
2,11643,65945,47556,66121,1,2578,,,,
3,73607,31861,74982,97512,1,2578,,,,
4,37878,10241,47769,0,1,2578,,,,
5,11357,45326,56243,0,1,2578,,,,
6,72775,75393,69052,121756,1,2578,,,,
7,62855,12277,36874,67448,1,2578,,,,
8,12277,45006,45062,67138,1,2578,,,,
9,10241,43363,47769,0,1,2578,,,,
0,7343,3787,14500,0,1,2579,,,,
1,31328,4156,17794,13470,1,2579,,,,
2,4156,9808,18375,14126,1,2579,,,,
3,11885,10768,29945,37266,1,2579,,,,
4,24378,3548,13888,0,1,2579,,,,
5,3787,24667,15351,0,1,2579,,,,
6,49904,18069,28181,39185,1,2579,,,,
7,6440,4072,18259,27377,1,2579,,,,
8,4073,6082,18951,27275,1,2579,,,,
9,3548,7884,13974,0,1,2579,,,,
0,2563,2392,7912,3,1,2580,,,,
1,31174,1752,660,667,1,2580,,,,
2,1752,2634,676,740,1,2580,,,,
3,4838,4554,7943,18165,1,2580,,,,
4,2418,2039,7371,3,1,2580,,,,
5,2174,2664,7966,7,1,2580,,,,
6,48118,5056,7492,14302,1,2580,,,,
7,1778,1262,551,15106,1,2580,,,,
8,1262,1592,637,15039,1,2580,,,,
9,2039,2433,7407,7,1,2580,,,,
0,2100,2100,7404,0,1,2581,,,,
1,30847,1761,22,0,1,2581,,,,
2,1761,1761,15,0,1,2581,,,,
3,4571,4347,7467,17593,1,2581,,,,
4,1980,1980,6810,0,1,2581,,,,
5,2100,2122,7447,0,1,2581,,,,
6,48139,4463,7059,13969,1,2581,,,,
7,1239,1239,0,14117,1,2581,,,,
8,1239,1239,0,14368,1,2581,,,,
9,1980,1980,6820,0,1,2581,,,,
0,2076,2075,7389,0,1,2582,,,,
1,30975,1755,25,0,1,2582,,,,
2,1755,1755,24,0,1,2582,,,,
3,4514,4385,7481,17480,1,2582,,,,
4,2040,2039,6952,0,1,2582,,,,
5,2075,2105,7356,0,1,2582,,,,
6,48150,4423,7108,14023,1,2582,,,,
7,1208,1206,0,14337,1,2582,,,,
8,1206,1206,0,14395,1,2582,,,,
9,2039,2039,6915,0,1,2582,,,,
0,2419,2539,7538,18,1,2583,,,,
1,31033,1790,297,358,1,2583,,,,
2,1790,1919,268,347,1,2583,,,,
3,4797,4377,7578,17634,1,2583,,,,
4,2091,1926,7173,18,1,2583,,,,
5,2255,2482,7670,6,1,2583,,,,
6,48185,4513,7214,14069,1,2583,,,,
7,1657,1257,227,14536,1,2583,,,,
8,1257,1471,228,14545,1,2583,,,,
9,1926,2028,7036,6,1,2583,,,,
0,2072,2071,11223,0,1,2584,,,,
1,35719,1704,56,5039,1,2584,,,,
2,1704,6403,29,4900,1,2584,,,,
3,11755,4409,7415,18571,1,2584,,,,
4,1941,1939,10415,0,1,2584,,,,
5,2071,2109,11001,0,1,2584,,,,
6,48205,4289,6921,16253,1,2584,,,,
7,11115,1272,0,16814,1,2584,,,,
8,1272,6103,0,16635,1,2584,,,,
9,1939,1939,10342,0,1,2584,,,,
0,2094,1446,7098,0,1,2585,,,,
1,24476,1297,1894,2171,1,2585,,,,
2,1297,5072,2089,2805,1,2585,,,,
3,6048,3376,6054,13432,1,2585,,,,
4,2331,1275,7089,0,1,2585,,,,
5,1446,3549,7708,0,1,2585,,,,
6,33478,4537,6066,11122,1,2585,,,,
7,3949,1006,1210,12944,1,2585,,,,
8,1006,2128,1616,13144,1,2585,,,,
9,1275,2314,7266,0,1,2585,,,,
0,6231,1967,8688,0,1,2586,,,,
1,12581,2083,8423,10613,1,2586,,,,
2,2083,12361,8900,13723,1,2586,,,,
3,13981,6071,14108,17380,1,2586,,,,
4,9623,1806,10717,0,1,2586,,,,
5,1967,8802,11064,0,1,2586,,,,
6,14469,12208,12529,21291,1,2586,,,,
7,12684,2170,8456,14116,1,2586,,,,
8,2170,7986,9898,13894,1,2586,,,,
9,1806,7119,10720,0,1,2586,,,,
0,33081,12211,42528,17,1,2587,,,,
1,62774,11860,33864,48663,1,2587,,,,
2,11860,64790,36155,59555,1,2587,,,,
3,74408,32305,74609,99566,1,2587,,,,
4,38050,10478,42815,17,1,2587,,,,
5,11904,35921,50142,17,1,2587,,,,
6,71589,66679,72424,120175,1,2587,,,,
7,59620,12313,36588,61530,1,2587,,,,
8,12313,39127,42062,62305,1,2587,,,,
9,10478,38182,43334,17,1,2587,,,,
0,33708,11657,42554,2,1,2588,,,,
1,62671,11851,38720,48962,1,2588,,,,
2,11851,65850,39049,60538,1,2588,,,,
3,70210,32465,76800,98055,1,2588,,,,
4,39047,10715,48529,2,1,2588,,,,
5,11657,38577,50744,0,1,2588,,,,
6,71681,67506,68636,118665,1,2588,,,,
7,59076,12641,38138,67630,1,2588,,,,
8,12635,39007,43604,66546,1,2588,,,,
9,10713,40087,47175,0,1,2588,,,,
0,33685,11735,42611,0,1,2589,,,,
1,62691,11734,34974,48238,1,2589,,,,
2,11734,64171,37338,59911,1,2589,,,,
3,74002,32493,75184,99045,1,2589,,,,
4,38385,10552,43175,0,1,2589,,,,
5,11735,37080,50114,0,1,2589,,,,
6,71635,66252,73097,121345,1,2589,,,,
7,58135,12400,37259,62969,1,2589,,,,
8,12400,38786,43421,62832,1,2589,,,,
9,10552,39128,43684,0,1,2589,,,,
0,33407,11763,43271,6,1,2590,,,,
